"Fri Aug 26 11:18:38 2011",	"players/trix/castle/primonst/nun#1928",	"60",	"75",	"9",	"7",	"103",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:38 2011",	"players/trix/castle/primonst/nun#1928",	"60",	"75",	"9",	"7",	"103",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:38 2011",	"players/trix/castle/primonst/nun#1928",	"60",	"75",	"9",	"7",	"103",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:38 2011",	"players/trix/castle/primonst/nun#1928",	"60",	"75",	"9",	"7",	"103",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:40 2011",	"players/trix/castle/primonst/nun#1928",	"60",	"75",	"9",	"7",	"100",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:46 2011",	"players/trix/castle/primonst/nun#1928",	"34",	"75",	"9",	"7",	"91",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:50 2011",	"players/trix/castle/primonst/nun#1928",	"29",	"75",	"9",	"7",	"91",	"106",	"-192179829",	"114",	"18",	"6",	
"Fri Aug 26 11:18:56 2011",	"players/trix/castle/primonst/nun#1928",	"15",	"75",	"9",	"7",	"86",	"106",	"-192179829",	"114",	"18",	"6",	
"Sun Dec 11 03:50:29 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"106",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:31 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"78",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:31 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"78",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:33 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"56",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:33 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"56",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:35 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"38",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:39 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"33",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:41 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"1",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:41 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"21",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:43 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"4",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:43 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"24",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:43 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"24",	"106",	"-192174155",	"114",	"3",	"0",	
"Sun Dec 11 03:50:43 2011",	"players/snow/cam/mon/green#2000",	"600",	"600",	"26",	"23",	"24",	"106",	"-192174155",	"114",	"3",	"0",	
"Tue Jan 24 16:54:07 2012",	"players/trix/castle/town/monst/clerk#3668",	"193",	"195",	"17",	"10",	"62",	"106",	"-192170963",	"114",	"3",	"0",	
"Tue Jan 24 16:54:07 2012",	"players/trix/castle/town/monst/clerk#3668",	"193",	"195",	"17",	"10",	"62",	"106",	"-192170963",	"114",	"3",	"0",	
"Wed Feb  8 08:23:33 2012",	"players/catt/NPC/TEM_missionary#556",	"87",	"100",	"9",	"5",	"75",	"106",	"-192169509",	"114",	"18",	"6",	
"Wed Feb  8 08:23:47 2012",	"players/catt/NPC/TEM_missionary#556",	"39",	"100",	"9",	"5",	"57",	"106",	"-192169509",	"114",	"18",	"6",	
"Wed Feb  8 08:24:11 2012",	"players/catt/NPC/TEM_missionary#554",	"74",	"100",	"9",	"5",	"58",	"106",	"-192169505",	"114",	"18",	"6",	
"Wed Feb  8 08:26:30 2012",	"players/catt/NPC/TEM_missionary#552",	"19",	"100",	"9",	"5",	"59",	"106",	"-192169419",	"114",	"18",	"6",	
"Wed Feb  8 08:27:18 2012",	"players/catt/NPC/TEM_missionary#550",	"58",	"100",	"9",	"5",	"61",	"106",	"-192169411",	"114",	"18",	"6",	
"Wed Feb  8 08:27:20 2012",	"players/catt/NPC/TEM_missionary#550",	"55",	"100",	"9",	"5",	"53",	"106",	"-192169411",	"114",	"18",	"6",	
"Wed Feb  8 08:27:36 2012",	"players/catt/NPC/TEM_missionary#550",	"29",	"100",	"9",	"5",	"33",	"106",	"-192169411",	"114",	"18",	"6",	
"Tue Mar 13 03:08:18 2012",	"obj/monster#9689",	"28",	"30",	"0",	"5",	"106",	"106",	"-192168715",	"114",	"3",	"0",	
"Tue Mar 13 03:08:18 2012",	"obj/monster#9689",	"28",	"30",	"0",	"5",	"106",	"106",	"-192168715",	"114",	"3",	"0",	
"Tue Mar 13 03:08:28 2012",	"obj/monster#9689",	"28",	"30",	"0",	"5",	"106",	"106",	"-192168713",	"114",	"3",	"0",	
"Tue Mar 13 03:08:28 2012",	"obj/monster#9689",	"28",	"30",	"0",	"5",	"106",	"106",	"-192168713",	"114",	"3",	"0",	
"Tue Mar 13 03:08:36 2012",	"obj/monster#9689",	"26",	"30",	"0",	"5",	"106",	"106",	"-192168711",	"114",	"3",	"0",	
"Tue Mar 13 03:08:36 2012",	"obj/monster#9689",	"26",	"30",	"0",	"5",	"106",	"106",	"-192168711",	"114",	"3",	"0",	
"Tue Mar 13 03:08:38 2012",	"obj/monster#9689",	"26",	"30",	"0",	"5",	"106",	"106",	"-192168711",	"114",	"3",	"0",	
"Tue Mar 13 03:11:00 2012",	"players/trix/castle/dismonst/beavis#9716",	"210",	"210",	"15",	"11",	"96",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:08 2012",	"players/trix/castle/dismonst/beavis#9716",	"210",	"210",	"15",	"11",	"83",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:12 2012",	"players/trix/castle/dismonst/beavis#9716",	"210",	"210",	"15",	"11",	"71",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:16 2012",	"players/trix/castle/dismonst/beavis#9716",	"210",	"210",	"15",	"11",	"69",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:20 2012",	"players/trix/castle/dismonst/beavis#9716",	"208",	"210",	"15",	"11",	"49",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:24 2012",	"players/trix/castle/dismonst/beavis#9716",	"208",	"210",	"15",	"11",	"33",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:28 2012",	"players/trix/castle/dismonst/beavis#9716",	"208",	"210",	"15",	"11",	"19",	"106",	"-192168683",	"114",	"3",	"0",	
"Tue Mar 13 03:11:36 2012",	"players/trix/castle/dismonst/beavis#9716",	"208",	"210",	"15",	"11",	"3",	"106",	"-192168683",	"114",	"3",	"0",	
"Fri Feb  8 04:34:18 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"118",	"118",	"11",	"6",	"106",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:20 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"118",	"118",	"11",	"6",	"101",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:20 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"118",	"118",	"11",	"6",	"101",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:22 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"118",	"118",	"11",	"6",	"94",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:24 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"92",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:26 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"82",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:28 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"81",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:30 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"80",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:30 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"80",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:32 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"73",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:32 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"73",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:32 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"73",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:32 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"73",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:32 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"116",	"118",	"11",	"6",	"73",	"106",	"-192139530",	"114",	"3",	"0",	
"Fri Feb  8 04:34:52 2013",	"players/jaraxle/3rd/warrior/mon/bl_rabbit#2241",	"106",	"118",	"11",	"6",	"73",	"106",	"-192139528",	"114",	"18",	"6",	
"Thu Apr 11 17:27:31 2013",	"players/catt/NPC/TEM_missionary#2057",	"100",	"100",	"9",	"5",	"77",	"98",	"-192118174",	"106",	"3",	"0",	
"Thu Apr 11 17:27:37 2013",	"players/catt/NPC/TEM_missionary#2057",	"99",	"100",	"9",	"5",	"68",	"98",	"-192118174",	"106",	"3",	"0",	
"Thu Apr 11 17:27:37 2013",	"players/catt/NPC/TEM_missionary#2057",	"99",	"100",	"9",	"5",	"68",	"98",	"-192118174",	"106",	"3",	"0",	
"Thu Apr 11 17:28:03 2013",	"players/catt/NPC/TEM_missionary#2057",	"99",	"100",	"9",	"5",	"70",	"98",	"-192118170",	"106",	"3",	"0",	
"Thu Apr 11 17:28:23 2013",	"players/catt/NPC/TEM_missionary#2057",	"94",	"100",	"9",	"5",	"13",	"98",	"-192118170",	"106",	"3",	"0",	
"Thu Apr 11 17:28:23 2013",	"players/catt/NPC/TEM_missionary#2057",	"94",	"100",	"9",	"5",	"13",	"98",	"-192118170",	"106",	"3",	"0",	
"Thu Apr 11 17:28:23 2013",	"players/catt/NPC/TEM_missionary#2057",	"94",	"100",	"9",	"5",	"13",	"98",	"-192118170",	"106",	"3",	"0",	
"Thu Apr 11 17:30:47 2013",	"players/catt/NPC/TEM_missionary#2057",	"88",	"100",	"9",	"5",	"34",	"98",	"-192118078",	"98",	"3",	"0",	
"Thu Apr 11 17:30:49 2013",	"players/catt/NPC/TEM_missionary#2057",	"88",	"100",	"9",	"5",	"29",	"98",	"-192118078",	"98",	"3",	"0",	
"Thu Apr 11 17:32:03 2013",	"players/catt/NPC/TEM_missionary#2057",	"87",	"100",	"9",	"5",	"34",	"90",	"-192118072",	"90",	"3",	"0",	
"Thu Apr 11 17:32:59 2013",	"players/catt/NPC/TEM_missionary#2057",	"83",	"100",	"9",	"5",	"9",	"82",	"-192118068",	"66",	"3",	"0",	
"Wed Jun  5 13:01:09 2013",	"players/trix/castle/primonst/nun#1764",	"72",	"75",	"9",	"7",	"32",	"58",	"-192116382",	"66",	"3",	"0",	
"Wed Jun  5 13:01:13 2013",	"players/trix/castle/primonst/nun#1764",	"70",	"75",	"9",	"7",	"22",	"58",	"-192116382",	"66",	"3",	"0",	
"Wed Jun  5 13:01:17 2013",	"players/trix/castle/primonst/nun#1764",	"70",	"75",	"9",	"7",	"12",	"58",	"-192116382",	"66",	"3",	"0",	
"Wed Jun  5 13:01:19 2013",	"players/trix/castle/primonst/nun#1764",	"70",	"75",	"9",	"7",	"5",	"58",	"-192116382",	"66",	"3",	"0",	
"Mon Aug 12 11:02:21 2013",	"obj/monster#950",	"42",	"45",	"7",	"4",	"29",	"58",	"-192114910",	"66",	"3",	"0",	
"Mon Aug 12 11:02:21 2013",	"obj/monster#950",	"42",	"45",	"7",	"4",	"29",	"58",	"-192114910",	"66",	"3",	"0",	
"Mon Aug 12 11:02:21 2013",	"obj/monster#950",	"42",	"45",	"7",	"4",	"29",	"58",	"-192114910",	"66",	"3",	"0",	
"Thu Jan 23 09:57:43 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"26",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:43 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"26",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:43 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"26",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:45 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"17",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:45 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"17",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:45 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"17",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:45 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"17",	"58",	"-192101382",	"66",	"3",	"0",	
"Thu Jan 23 09:57:45 2014",	"obj/monster#2074",	"100",	"100",	"12",	"7",	"17",	"58",	"-192101382",	"66",	"3",	"0",	
"Sat Jan 25 00:15:22 2014",	"obj/monster#11802",	"100",	"100",	"12",	"7",	"49",	"58",	"-192100368",	"66",	"3",	"0",	
"Sat Jan 25 00:15:22 2014",	"obj/monster#11802",	"100",	"100",	"12",	"7",	"49",	"58",	"-192100368",	"66",	"3",	"0",	
"Sat Jan 25 00:15:22 2014",	"obj/monster#11802",	"100",	"100",	"12",	"7",	"49",	"58",	"-192100368",	"66",	"3",	"0",	
"Sat Jan 25 00:15:22 2014",	"obj/monster#11802",	"100",	"100",	"12",	"7",	"49",	"58",	"-192100368",	"66",	"3",	"0",	
"Sat Jan 25 15:58:46 2014",	"players/grimm/newbie/monsters/wally#4685",	"210",	"210",	"18",	"11",	"41",	"58",	"-192100010",	"66",	"3",	"0",	
"Sat Jan 25 15:59:58 2014",	"players/grimm/newbie/monsters/wally#4685",	"210",	"210",	"18",	"11",	"41",	"58",	"-192099998",	"66",	"3",	"0",	
"Tue Jan 28 11:51:23 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:25 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:27 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:29 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:31 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:33 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:33 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:35 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:37 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:39 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:41 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:43 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:45 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:45 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:45 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:47 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:47 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:51:47 2014",	"obj/monster#5820",	"28",	"30",	"0",	"5",	"58",	"58",	"-192097630",	"66",	"3",	"0",	
"Tue Jan 28 11:56:31 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:33 2014",	"obj/monster#5820",	"30",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:35 2014",	"obj/monster#5820",	"29",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:37 2014",	"obj/monster#5820",	"29",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:39 2014",	"obj/monster#5820",	"29",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:41 2014",	"obj/monster#5820",	"27",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:41 2014",	"obj/monster#5820",	"27",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:41 2014",	"obj/monster#5820",	"27",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:49 2014",	"obj/monster#5820",	"27",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:51 2014",	"obj/monster#5820",	"26",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:51 2014",	"obj/monster#5820",	"26",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Tue Jan 28 11:56:51 2014",	"obj/monster#5820",	"26",	"30",	"0",	"5",	"58",	"58",	"-192097572",	"66",	"3",	"0",	
"Fri Feb 14 04:18:09 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"58",	"58",	"-192094614",	"66",	"3",	"0",	
"Fri Feb 14 04:18:11 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"58",	"58",	"-192094614",	"66",	"3",	"0",	
"Fri Feb 14 04:18:13 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"51",	"58",	"-192094614",	"66",	"3",	"0",	
"Fri Feb 14 04:18:15 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"36",	"58",	"-192094614",	"66",	"3",	"0",	
"Fri Feb 14 04:18:17 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"349",	"350",	"24",	"14",	"22",	"58",	"-192094614",	"66",	"3",	"0",	
"Fri Feb 14 04:18:59 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"36",	"58",	"-192094573",	"66",	"3",	"0",	
"Fri Feb 14 04:19:01 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"23",	"58",	"-192094573",	"66",	"3",	"0",	
"Fri Feb 14 04:19:03 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"12",	"58",	"-192094573",	"66",	"3",	"0",	
"Fri Feb 14 04:19:05 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"6",	"58",	"-192094573",	"66",	"3",	"0",	
"Fri Feb 14 04:19:05 2014",	"players/jareel/monsters/town/orlanthi_infantry#15751",	"350",	"350",	"24",	"14",	"6",	"58",	"-192094573",	"66",	"3",	"0",	
"Tue Mar 18 11:29:09 2014",	"obj/monster.talk#50",	"30",	"30",	"9",	"0",	"48",	"58",	"-192090415",	"66",	"3",	"0",	
"Tue Mar 18 11:29:09 2014",	"obj/monster.talk#50",	"30",	"30",	"9",	"0",	"48",	"58",	"-192090415",	"66",	"3",	"0",	
"Sat Apr 26 07:51:10 2014",	"players/catt/NPC/TEM_master_hunter#452",	"1200",	"1200",	"40",	"20",	"13",	"42",	"-192088615",	"50",	"3",	"0",	
"Thu Jun 19 15:48:55 2014",	"obj/monster#9083",	"200",	"200",	"10",	"12",	"24",	"50",	"-192082747",	"58",	"3",	"0",	
"Thu Jun 19 15:48:55 2014",	"obj/monster#9083",	"200",	"200",	"10",	"12",	"24",	"50",	"-192082747",	"58",	"3",	"0",	
"Sat Aug 30 16:47:43 2014",	"players/catt/NPC/TEM_missionary#3225",	"99",	"100",	"9",	"5",	"15",	"42",	"-192077024",	"50",	"0",	"0",	
"Wed Sep 10 18:15:29 2014",	"players/catt/NPC/TEM_missionary#6135",	"62",	"100",	"9",	"5",	"51",	"66",	"-192075972",	"74",	"18",	"6",	
"Wed Sep 10 18:15:33 2014",	"players/catt/NPC/TEM_missionary#6135",	"50",	"100",	"9",	"5",	"39",	"66",	"-192075972",	"74",	"18",	"6",	
"Wed Sep 10 18:15:39 2014",	"players/catt/NPC/TEM_missionary#6135",	"39",	"100",	"9",	"5",	"28",	"66",	"-192075972",	"74",	"18",	"6",	
"Wed Sep 10 18:15:41 2014",	"players/catt/NPC/TEM_missionary#6135",	"31",	"100",	"9",	"5",	"28",	"66",	"-192075972",	"74",	"18",	"6",	
"Wed Sep 10 18:15:41 2014",	"players/catt/NPC/TEM_missionary#6135",	"31",	"100",	"9",	"5",	"28",	"66",	"-192075972",	"74",	"18",	"6",	
"Wed Sep 10 18:18:02 2014",	"players/catt/NPC/TEM_missionary#6135",	"33",	"100",	"9",	"5",	"59",	"66",	"-192075917",	"74",	"18",	"6",	
